"Date","GOOGL P/S (LTM)","MMM P/S (LTM)","NVDA P/S (LTM)","PG P/S (LTM)","GOOGL Open","GOOGL Low","GOOGL High","GOOGL Close","GOOGL Adj. Close","MMM Open","MMM Low","MMM High","MMM Close","MMM Adj. Close","NVDA Open","NVDA Low","NVDA High","NVDA Close","NVDA Adj. Close","PG Open","PG Low","PG High","PG Close","PG Adj. Close","GOOGL P/FCF (LTM)","MMM P/FCF (LTM)","NVDA P/FCF (LTM)","NVDA P/FCF (LTM)","PG P/FCF (LTM)","GOOGL P/E (LTM)","MMM P/E (LTM)","NVDA P/E (LTM)","PG P/E (LTM)","GOOGL Debt/Equity (LTM)","MMM Debt/Equity (LTM)","NVDA Debt/Equity (LTM)","PG Debt/Equity (LTM)"
07-01-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.13225,10.84075,11.21,10.98725,10.98725,42.980750248886,42.312064152172994,43.15471736347799,78.55,42.703490160005,2.348397286656,2.27730322817325,2.3965577778862497,2.595,2.3805042808095003,39.91043108940801,39.590293941632005,40.210559665448,59.54,39.710345372048,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-02-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.0405,10.9,11.057105,10.91375,10.91375,42.83940196828,41.882582838024,42.9481314149,77.67,42.225080594877,2.3896777077105003,2.2704231579975,2.394264421161,2.5625,2.3506906433812502,39.770371087256,39.49025108295201,39.943778708968,59.38,39.603632989456,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-06-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.1,10.84075,11.191747,10.90175,10.90175,42.649125436695,42.13266056525,43.15471736347799,78.14,42.480594794434,2.3415172164802502,2.3048235088762503,2.4171979884135,2.535,2.3254637194035004,39.937109185056,39.296834889504005,39.970456804616006,59.34,39.57695489380801,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-07-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,10.95775,10.8845,11.28225,11.255,11.255,42.643688964364,42.366428875483,43.807094043198,80.52,43.77447520921199,2.3346371463045,2.330050432854,2.45159833929225,2.6575,2.4378381989407503,39.6836672764,39.433560129700005,40.624070147992,60.82,40.564044432784,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-08-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.33875,11.2415,11.43325,11.414,11.414,44.100663549072,43.540706898979,44.356177748629,81.22,44.155028272382,2.4538916960175,2.3346371463045,2.4561850527427502,2.5775,2.36445078373275,40.577383480608006,40.53736633713601,41.331039682664006,61.95,41.31770063484001,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-09-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.799,11.5695,11.8315,11.68725,11.68725,44.095227076741,44.095227076741,44.714984922475,82.16,44.666056671496,2.375917567359,2.3438105732055003,2.3896777077105003,2.5875,2.37362421063375,41.311031110928,40.924198724032,41.311031110928,61.75,41.184310156600006,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-12-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.80925,11.777,11.986,11.89575,11.89575,44.508398973897,44.231138885016,44.720421394806,82.26,44.720421394806,2.37362421063375,2.3713308539085,2.4470116258417502,2.635,2.4171979884135,41.044250154448,40.910859676208005,41.457760636992,62.09,41.411073969608005,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-13-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.05625,12.007,12.32475,12.23,12.23,45.035736790004,45.035736790004,45.97624650326699,83.55,45.421726325505,2.4561850527427502,2.44242491239125,2.52039904104975,2.73,2.504345543973,41.55113397176,41.464430160904,41.917957786920006,62.39,41.611159686968,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-14-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.247,12.1615,12.34575,12.2834,12.2834,45.193394487602994,44.845460258419,45.492400465808,83.05,45.149902708955,2.614426666785,2.4928787603467497,2.632773520587,2.7575,2.52957246795075,41.491108256552,41.351048254400006,41.877940643448,62.66,41.791236832592,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-15-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.29325,12.067,12.3675,12.3505,12.3505,45.215140376927,44.323558914642994,45.215140376927,83.06,45.155339181286,2.531865824676,2.42866477203975,2.5341591814012503,2.68,2.4584784094680003,41.764558736944,41.58448159132001,41.944635882568,62.73,41.837923499976,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-16-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.728,11.488,11.764,11.490125,11.490125,44.965062649701,43.87233171117,44.997681483687,80.95,44.008243519445,2.4584784094680003,2.29565008197525,2.46535847964375,2.5125,2.3048235088762503,41.65117683044001,41.10427586965601,41.797906356504,61.99,41.344378730488,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-19-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.52525,11.438,11.74125,11.6545,11.6545,44.296376552988,43.5358140738811,44.33443185930499,81.22,44.155028272382,2.33693050302975,2.320877005953,2.4080245615125,2.615,2.3988511346115,41.344378730488,41.157632060952,41.544464447848,61.86,41.257674919632,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-20-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.52575,11.515,12.07475,12.03975,12.03975,43.752729319888,43.497215120331,44.763913173454,82.19,44.682366088489,2.33693050302975,2.3162902925025,2.4722385498195,2.68,2.4584784094680003,41.10427586965601,40.824155865352,41.431082541344,62.07,41.397734921784,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-21-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.1,11.885752,12.1425,11.9375,11.9375,44.927007343384,44.22032030507731,45.182521542941,82.3,44.74216728413,2.4814119767205,2.35527735683175,2.48370533344575,2.5925,2.3782109240842497,41.486326919264,40.908260795632,41.553543910384,61.11,41.076303273432,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-22-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.08075,12.062,12.2245,12.12025,12.12025,46.063230060563,45.584820495435,46.286125426134,84.75,46.074103005225,2.403437848062,2.3896777077105003,2.44242491239125,2.635,2.4171979884135,41.042694777872,41.009086282312,41.617400051948,61.37,41.251067450344,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-23-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.01925,12.00025,12.26475,12.2515,12.2515,46.04692064357,45.8566984767083,46.900446799536994,86.17,46.846082076227,2.41490463168825,2.3529840001065,2.4171979884135,2.59,2.375917567359,41.27123254768,41.143520264552,41.647647697952,61.91,41.614039202392,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-26-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.22725,12.122,12.268725,12.22425,12.22425,47.02548566314999,46.693860850959,47.55282347925699,87.32,47.47127639429199,2.36903749718325,2.3323437895792503,2.42866477203975,2.6375,2.4194913451387503,41.445996724592,41.445996724592,42.064393042896,62.52,42.024062848224006,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-27-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.264375,12.25425,12.4375,12.31575,12.31575,47.384292836996,46.93306563352299,47.509331700609,86.8,47.18857983307999,2.4263714153145,2.36903749718325,2.430958128765,2.615,2.3988511346115,42.158496830464,41.909793963320006,42.588685573632,63.08,42.400477998496,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-28-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.3735,12.06675,12.38125,12.10875,12.10875,46.992866829164,46.87326443788199,47.2973092797,86.69,47.128778637439,2.3598640702822498,2.3162902925025,2.4011444913367503,2.5325,2.3231703626782503,42.266044016256,42.050949644672,42.434086494056,62.7,42.145053432240005,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-29-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.14875,11.98325,12.222,12.12475,12.12475,47.324491641355,46.60372413971101,47.558259951588,86.34,46.938502105854,2.155755321735,2.08007454980175,2.20162245624,2.2825,2.0938346901532503,41.80896847664,41.150241963664,41.929959060656,61.67,41.452718423704006,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
07-30-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.99125,11.9785,12.184,12.12125,12.12125,46.48183843005,46.133904200866,46.94393857818499,85.54,46.503584319374,2.0777811930765,2.045674198923,2.14428853810875,2.2975,2.10759483050475,41.109911768992,40.881373999184,41.358614636136,61.16,41.109911768992,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-01-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,
08-02-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.22475,12.1735,12.332,12.26025,12.26025,47.18857983307999,47.145088054432,47.721354121518,87.41,47.520204645270994,2.14428853810875,2.0961280468785004,2.1534619650097504,2.295,2.1053014737795,41.64092599884,41.345171237912,41.735029786408006,62.06,41.714864689072,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-03-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.2625,12.169,12.3115,12.24575,12.24575,47.286436335038,47.123342165108,47.596315257905,87.21,47.41147519865099,2.08924797670275,2.0342074152967498,2.091541333428,2.235,2.0502609123735,40.236090884432,40.02771821196,40.46462865424,59.94,40.289864477328,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-04-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.3045,12.27625,12.675,12.658,12.658,47.46040344962999,47.422348143313,47.881730055282496,88,47.8409565128,2.0686077661755,2.0594343392745,2.14428853810875,2.33,2.137408467933,40.377246565784,40.02771821196,40.713331521384,59.55,40.02771821196,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-05-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.64725,12.588975,12.715,12.7025,12.7025,47.465839921961,47.280999862707,47.797464734152,87.72,47.688735287532,2.14428853810875,2.1053014737795,2.1695154620865003,2.36,2.164928748636,40.02771821196,39.92689272528,40.46462865424,59.86,40.236090884432,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-06-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.635,12.40125,12.6435,12.5055,12.5055,47.194016305411,46.764534991262,47.590878785574,87.29,47.454966977299,2.155755321735,2.137408467933,2.21308923986625,2.3875,2.1901556726137503,39.9941097164,39.772293645704,40.357081468448,60.02,40.343638070224,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-09-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.55625,12.53408,12.6375,12.63375,12.63375,47.694171759863,47.520204645270994,48.047542461378,88.03,47.857265929793,2.21308923986625,2.156902000097625,2.2153825965915,2.41,2.2107958831410004,40.592340937368,40.236090884432,40.888095698296,60.38,40.585619238256,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-10-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.55875,12.46425,12.65,12.59275,12.59275,47.520204645270994,46.672114961635,47.721354121518,87.11,47.357110475341,2.174102175537,2.10988818723,2.1786888889875,2.310625,2.1196349533123127,40.39741166312,40.383968264896,41.230902353008005,60.78,40.854487202736,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-11-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.44325,12.2875,12.45,12.2935,12.2935,46.69929732329,45.410853380842994,46.74822557426899,84.1,45.72073230371,2.0754878363512503,2.02962070184625,2.0754878363512503,2.220625,2.037074111203313,40.451185256016,40.330194672000005,40.760383415168,60.27,40.511680548024,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-12-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.0985,12.06275,12.36875,12.30025,12.30025,45.28581451723,45.209703904596,46.00886533725299,84.01,45.671804052731,1.999807064418,1.98375356734125,2.100714760329,2.24025,2.055076961496525,40.323472972888005,39.913449327056,40.652836229376,59.99,40.323472972888005,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-13-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.225,12.15025,12.27975,12.15875,12.15875,45.61200285709,45.525019299794,45.911008835295,84.01,45.671804052731,2.1213549708562502,2.11676825740575,2.183275602438,2.3475,2.1534619650097504,40.155430495088005,40.121821999528,40.73349661872,59.82,40.209204087984,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-16-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.092,12.012547,12.24675,12.13975,12.13975,45.302123934223,44.758476701122994,45.64462169107599,83.43,45.356488657533,2.1236483275815,2.07090112290075,2.1672221053612497,2.2875,2.09842140360375,40.081491804856,39.873119132384005,40.46462865424,59.77,40.175595592424,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-17-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.21325,12.15075,12.3675,12.263,12.263,45.090101513314,44.943316760377,46.150213617859,84.09,45.715295831379,2.119061614131,2.09842140360375,2.164928748636,2.3175,2.12594168430675,40.538567344472,40.283142778216,40.945230140748,60.29,40.525123946248,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-18-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.261,12.03875,12.27175,12.05375,12.05375,45.832914312968,45.083438392596,45.9532681104,83.61,45.739913651316,2.119061614131,2.1053014737795,2.155755321735,2.33,2.137408467933,40.437741857792,40.357081468448,41.042694777872,60.75,40.8343221054,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-19-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.02525,11.68125,12.06275,11.69925,11.69925,45.586736090948,44.416021879564,45.64625651440528,81.81,44.755200763236,2.1603420351855,2.1488752515592497,2.27271651472275,2.47,2.2658364445470003,40.69988812316,40.22936918532,40.753661716056,60.19,40.457906955128,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-20-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.69925,11.525502,11.78975,11.5505,11.5505,44.3120799636,43.825194146716,44.552787558464,80.66,44.126078640296,2.24978294747025,2.2474895907450003,2.3415172164802502,2.4925,2.2864766550742504,40.289864477328,40.108378601304,40.444463556904005,59.98,40.316751273776,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-23-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.5375,11.44325,11.70625,11.60175,11.60175,44.317550590756,44.25737369204,45.02326149387999,81.08,44.355844980848,2.29335672525,2.2451962340197498,2.3506906433812502,2.455,2.2520763041955,40.336916371112,40.236090884432,40.592340937368,60.03,40.350359769336,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-24-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.4425,11.273,11.45925,11.28475,11.28475,43.87442979112,43.475074008732,44.3120799636,80.45,44.01119547002,2.1786888889875,2.174102175537,2.2520763041955,2.43,2.2291427369430004,40.12854369864,40.047883309296,40.343638070224,59.66,40.101656902192,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-25-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.25,11.25,11.44525,11.3655,11.3655,43.770487875156,43.475074008732,44.36678623515999,80.75,44.1753142847,2.20391581296525,2.192449029339,2.29335672525,2.48,2.2750098714480003,40.189038990648,39.92689272528,40.26297768088,59.67,40.108378601304,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-26-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.4015,11.261,11.4315,11.2745,11.2745,44.454316269656,43.4914858902,44.492610659748,79.78,43.644663450568,2.3048235088762503,2.2474895907450003,2.330050432854,2.45,2.2474895907450003,40.269699379992,39.92689272528,40.269699379992,59.54,40.020996512848,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-27-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.314,11.19125,11.49975,11.47075,11.47075,43.830664773872,43.32736707552,44.361315608004,81,44.3120799636,2.2612497310965,2.20391581296525,2.339223859755,2.53,2.320877005953,40.135265397752,39.8260672386,40.276421079104,59.8,40.19576068976,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-30-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.47875,11.310525,11.494,11.31725,11.31725,44.071372368736,43.535250907448,44.137019894608,79.65,43.57354529754,2.29335672525,2.2107958831410004,2.311703579052,2.41,2.2107958831410004,40.135265397752,39.886562530608,40.269699379992,59.37,39.906727627944,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
08-31-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.25275,11.2,11.37175,11.2505,11.2505,43.524309653136,42.88971690304,43.87442979112,78.55,42.97177631038,2.1786888889875,2.1328217544825003,2.2474895907450003,2.33125,2.1385551462956247,39.866397433272006,39.8260672386,40.1621521942,59.67,40.108378601304,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-01-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.3745,11.3125,11.6235,11.508375,11.508375,43.496956517356,43.376602719924,44.36678623515999,81.01,44.317550590756,2.1718088188117504,2.1431418597461254,2.19932909951475,2.35025,2.155984657407525,40.26297768088,40.014274813736,40.36380316756,59.8,40.19576068976,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-02-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.571,11.50775,11.61075,11.5795,11.5795,44.552787558464,44.219079301948,44.798965780484,81.87,44.788024526172,2.16263539191075,2.1419951813835,2.20162245624,2.3925,2.19474238606425,40.155430495088005,40.135265397752,40.53184564536,60.07,40.377246565784,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-03-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.763,11.686,11.797,11.7575,11.7575,45.176439054248,45.165497799936,45.794619922876,83.48,45.668795498288,2.2474895907450003,2.219969310042,2.27730322817325,2.47475,2.2701938223249747,40.504958848912,40.215925787096,40.6662796276,60.29,40.525123946248,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-07-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.6125,11.5755,11.68975,11.61,11.61,45.532029819388,44.87008393351199,45.614089226728,82.14,44.935731459384,2.2635430878217497,2.25895637437125,2.3438105732055003,2.4975,2.29106336852475,40.336916371112,40.276421079104,40.63267113204,60.14,40.424298459568,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-08-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.62975,11.61275,11.812492,11.7645,11.7645,44.97402584947599,44.97402584947599,45.794619922876,82.75,45.2694397159,2.29565008197525,2.2704231579975,2.3827976375347504,2.58,2.366744140458,40.43102015868,40.43102015868,40.6662796276,60.37,40.578897539144,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-09-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.94575,11.7645,12.01,11.9045,11.9045,45.909503093152,45.121732782688,45.997033127648,82.96,45.384322886176,2.3965577778862497,2.3048235088762503,2.3988511346115,2.545,2.3346371463045,40.780548512504005,40.471350353352,40.793991910728,60.29,40.525123946248,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-10-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.9755,11.877002,11.99475,11.9035,11.9035,45.335087241772,45.21473344434,45.991562500492,83.94,45.920444347464,2.3506906433812502,2.2887700117995,2.357570713557,2.5175,2.30941022232675,40.673001326712,40.518402247136,40.753661716056,60.4,40.59906263648,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-13-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.0225,11.98825,12.10875,12.05675,12.05675,46.259623231136,46.06815128067599,46.483918944532,84.86,46.423742045816,2.3506906433812502,2.3495439650186247,2.46994519309425,2.66,2.4401315556660004,40.76710511428,40.478072052464,40.827600406288006,60.48,40.652836229376,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-14-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.05025,12.002,12.11875,12.01075,12.01075,46.325270757008,45.964209364712,46.500330826,84.63,46.297917621228,2.4194913451387503,2.3965577778862497,2.449304982567,2.635,2.4171979884135,40.592340937368,40.545289043584,40.962034388528,60.64,40.760383415168,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-15-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.99875,11.9625,12.04725,12.016,12.016,46.210387586732,45.745384278472,46.3635651471,84.58,46.270564485448,2.394264421161,2.3621574270075003,2.42407805858925,2.64,2.421784701864,40.706609822272,40.686444724936,41.27802146378312,61.11,41.076303273432,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-16-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,11.99875,11.98525,12.06125,12.0265,12.0265,45.964209364712,45.920444347464,46.500330826,84.95,46.47297769022,2.3896777077105003,2.3896777077105003,2.4447182691165,2.64125,2.422931380226625,40.914982494744,40.773826813392,41.076303273432,61.11,41.076303273432,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-17-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.09375,12.0295,12.28,12.25375,12.25375,46.6879733374508,46.549566470404,47.140394203252,86.07,47.08568793169199,2.4470116258417502,2.412611274963,2.449304982567,2.6375,2.4194913451387503,41.210737255672,40.874652300072,41.318284441464,60.97,40.982199485864,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-20-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.3125,12.3015,12.76025,12.707,12.707,47.189629847656,47.08027201080756,47.93910576802799,87.41,47.818751970596,2.4194913451387503,2.3965577778862497,2.46535847964375,2.677475,2.456162119175497,41.009086282312,40.941869291192,41.398944830808006,61.43,41.291397645016,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-21-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.742,12.72275,12.9995,12.8365,12.8365,47.4040784321712,47.080217304536,47.933635140872,86.55,47.34827803518,2.44242491239125,2.44242491239125,2.6304801638617503,2.8225,2.5891997428072497,41.30484104324,41.156963662776,41.580430706832,61.52,41.351892937024,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-22-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.8215,12.792,12.9445,12.9,12.9,47.359219289492,47.118511694628,47.681986291696,86.63,47.392043052428,2.58002631590625,2.5639728188295,2.63506687731225,2.8475,2.6121333100597504,41.358614636136,41.284675945904006,41.6745344944,61.79,41.533378813048,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
09-23-2010,Data Restricted,Data Restricted,Data Restricted,Data Restricted,12.86525,12.7825,12.992212,12.837,12.837,46.970804761416,46.69180277646,47.4576905783,85.53,46.790274065268,2.641946947488,2.6190133802355,2.7474413568495,2.905,2.6648805147405,41.284675945904006,41.10319006988,41.392223131696,61.22,41.150241963664,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,Data Restricted,,,,
