Date,PG Adj. Close,Signal,Signal_ema,Signal_sma30,Signal_ema30,Entry/Exit,Entry/Exit_ema,Entry/Exit_sma30,Entry/Exit_ema30,Position,Position_ema,Position_sma30,Position_ema30,Entry/Exit Position,Entry/Exit Position_ema,Entry/Exit Position_sma30,Entry/Exit Position_ema30,Portfolio Holdings,Portfolio Holdings_ema,Portfolio Holdings_sma30,Portfolio Holdings_ema30,Portfolio Cash,Portfolio Cash_ema,Portfolio Cash_sma30,Portfolio Cash_ema30,Ticker Total,Ticker Total_ema,Ticker Total_sma30,Ticker Total_ema30,Daily Returns,Daily Returns_ema,Daily Returns_sma30,Daily Returns_ema30,Cumulative Returns,Cumulative Returns_ema,Cumulative Returns_sma30,Cumulative Returns_ema30
2019-01-16,80.00355347016401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,40001.77673508201,0.0,40001.77673508201,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,99509.66411356801,100000.0,99509.66411356801,0.0,-0.0028078198145444766,0.0,-0.0028078198145444766,0.0,-0.004903358864319696,0.0,-0.004903358864319696
2019-01-17,79.992257123504,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,39996.128561752004,0.0,39996.128561752004,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,99504.01594023801,100000.0,99504.01594023801,0.0,-5.676004818544467e-05,0.0,-5.676004818544467e-05,0.0,-0.00495984059761978,0.0,-0.00495984059761978
2019-01-18,80.680628268212,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,40340.314134106,0.0,40340.314134106,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,99848.201512592,100000.0,99848.201512592,0.0,0.003459011871045581,0.0,0.003459011871045581,0.0,-0.0015179848740798363,0.0,-0.0015179848740798363
2019-01-22,79.81575170178401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,39907.87585089201,0.0,39907.87585089201,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,99415.763229378,100000.0,99415.763229378,0.0,-0.004330957159598525,0.0,-0.004330957159598525,0.0,-0.00584236770621982,0.0,-0.00584236770621982
2019-01-23,83.698870979624,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,41849.435489812,0.0,41849.435489812,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,101357.32286829801,100000.0,101357.32286829801,0.0,0.01952969605474264,0.0,0.01952969605474264,0.0,0.013573228682980387,0.0,0.013573228682980387
2019-01-24,83.22230634098,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,41611.15317049,0.0,41611.15317049,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,101119.040548976,100000.0,101119.040548976,0.0,-0.002350913703903057,0.0,-0.002350913703903057,0.0,0.011190405489760247,0.0,0.011190405489760247
2019-01-25,82.60453736496,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,41302.26868248,0.0,41302.26868248,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,100810.156060966,100000.0,100810.156060966,0.0,-0.0030546619739770797,0.0,-0.0030546619739770797,0.0,0.008101560609660163,0.0,0.008101560609660163
2019-01-28,82.533935196272,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,41266.967598136,0.0,41266.967598136,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,100774.85497662201,100000.0,100774.85497662201,0.0,-0.00035017388845859365,0.0,-0.00035017388845859365,0.0,0.007748549766220192,0.0,0.007748549766220192
2019-01-29,82.551585738444,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,41275.792869222,0.0,41275.792869222,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,100783.680247708,100000.0,100783.680247708,0.0,8.757413829107996e-05,0.0,8.757413829107996e-05,0.0,0.007836802477080074,0.0,0.007836802477080074
2019-01-30,83.416462304872,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,41708.231152436,0.0,41708.231152436,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,101216.118530922,100000.0,101216.118530922,0.0,0.004290757016921276,0.0,0.004290757016921276,0.0,0.012161185309220057,0.0,0.012161185309220057
2019-01-31,85.137390166642,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,42568.69508332101,0.0,42568.69508332101,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102076.582461807,100000.0,102076.582461807,0.0,0.008501253983792312,0.0,0.008501253983792312,0.0,0.020765824618069972,0.0,0.020765824618069972
2019-02-01,86.01991727524201,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43009.958637621006,0.0,43009.958637621006,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102517.84601610701,100000.0,102517.84601610701,0.0,0.0043228676319087,0.0,0.0043228676319087,0.0,0.02517846016107006,0.0,0.02517846016107006
2019-02-04,86.51413245605801,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43257.066228029005,0.0,43257.066228029005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102764.95360651502,100000.0,102764.95360651502,0.0,0.002410386093843364,0.0,0.002410386093843364,0.0,0.027649536065150082,0.0,0.027649536065150082
2019-02-05,85.993441461984,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,42996.720730992005,0.0,42996.720730992005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102504.60810947801,100000.0,102504.60810947801,0.0,-0.0025334074302594267,0.0,-0.0025334074302594267,0.0,0.025046081094779904,0.0,0.025046081094779904
2019-02-06,86.417054474112,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43208.527237056005,0.0,43208.527237056005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102716.41461554202,100000.0,102716.41461554202,0.0,0.0020663120416770653,0.0,0.0020663120416770653,0.0,0.027164146155419955,0.0,0.027164146155419955
2019-02-07,85.728683329404,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,42864.341664702006,0.0,42864.341664702006,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102372.22904318801,100000.0,102372.22904318801,0.0,-0.003350833200732928,0.0,-0.003350833200732928,0.0,0.0237222904318799,0.0,0.0237222904318799
2019-02-08,86.231723781306,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43115.861890653,0.0,43115.861890653,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102623.749269139,100000.0,102623.749269139,0.0,0.0024569185246996472,0.0,0.0024569185246996472,0.0,0.026237492691389974,0.0,0.026237492691389974
2019-02-11,86.725938962122,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43362.969481061,0.0,43362.969481061,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102870.856859547,100000.0,102870.856859547,0.0,0.0024078986800601943,0.0,0.0024078986800601943,0.0,0.028708568595469774,0.0,0.028708568595469774
2019-02-12,87.599640799636,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43799.820399818,0.0,43799.820399818,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103307.707778304,100000.0,103307.707778304,0.0,0.004246595509099782,0.0,0.004246595509099782,0.0,0.03307707778303981,0.0,0.03307707778303981
2019-02-13,87.581990257464,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43790.995128732,0.0,43790.995128732,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103298.882507218,100000.0,103298.882507218,0.0,-8.542703420477693e-05,0.0,-8.542703420477693e-05,0.0,0.03298882507217993,0.0,0.03298882507217993
2019-02-14,86.893619112756,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43446.809556378,0.0,43446.809556378,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102954.69693486401,100000.0,102954.69693486401,0.0,-0.003331938971652848,0.0,-0.003331938971652848,0.0,0.029546969348640095,0.0,0.029546969348640095
2019-02-15,86.911269654928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43455.634827464004,0.0,43455.634827464004,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102963.52220595001,100000.0,102963.52220595001,0.0,8.571994623585155e-05,0.0,8.571994623585155e-05,0.0,0.029635222059499977,0.0,0.029635222059499977
2019-02-19,88.243885588914,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44121.942794457,0.0,44121.942794457,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103629.83017294301,100000.0,103629.83017294301,0.0,0.00647130122122519,0.0,0.00647130122122519,0.0,0.03629830172943005,0.0,0.03629830172943005
2019-02-20,87.61729134180801,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43808.64567090401,0.0,43808.64567090401,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103316.53304939001,100000.0,103316.53304939001,0.0,-0.003023233011480886,0.0,-0.003023233011480886,0.0,0.033165330493900136,0.0,0.033165330493900136
2019-02-21,88.058554896108,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44029.277448054,0.0,44029.277448054,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103537.16482654001,100000.0,103537.16482654001,0.0,0.0021354934262509673,0.0,0.0021354934262509673,0.0,0.03537164826540029,0.0,0.03537164826540029
2019-02-22,88.47334263715001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44236.671318575005,0.0,44236.671318575005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103744.558697061,100000.0,103744.558697061,0.0,0.002003086243171248,0.0,0.002003086243171248,0.0,0.03744558697061029,0.0,0.03744558697061029
2019-02-25,87.873224203302,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43936.612101651,0.0,43936.612101651,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103444.499480137,100000.0,103444.499480137,0.0,-0.002892288720415581,0.0,-0.002892288720415581,0.0,0.03444499480137031,0.0,0.03444499480137031
2019-02-26,88.102681251538,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44051.340625769,0.0,44051.340625769,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103559.22800425501,100000.0,103559.22800425501,0.0,0.0011090828869062541,0.0,0.0011090828869062541,0.0,0.03559228004255033,0.0,0.03559228004255033
2019-02-27,87.290756311626,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43645.378155813,0.0,43645.378155813,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103153.265534299,100000.0,103153.265534299,0.0,-0.003920099423098566,0.0,-0.003920099423098566,0.0,0.03153265534299021,0.0,0.03153265534299021
2019-02-28,86.97304655253001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43486.523276265005,0.0,43486.523276265005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102994.410654751,100000.0,102994.410654751,0.0,-0.0015399888576012044,0.0,-0.0015399888576012044,0.0,0.02994410654751012,0.0,0.02994410654751012
2019-03-01,86.875968570584,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43437.984285292005,0.0,43437.984285292005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102945.871663778,100000.0,102945.871663778,0.0,-0.0004712779136696321,0.0,-0.0004712779136696321,0.0,0.02945871663777999,0.0,0.02945871663777999
2019-03-04,87.25545522728201,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43627.72761364101,0.0,43627.72761364101,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103135.61499212701,100000.0,103135.61499212701,0.0,0.0018431368376645718,0.0,0.0018431368376645718,0.0,0.031356149921270005,0.0,0.031356149921270005
2019-03-05,87.44961119117401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43724.80559558701,0.0,43724.80559558701,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103232.69297407301,100000.0,103232.69297407301,0.0,0.0009412653616640565,0.0,0.0009412653616640565,0.0,0.03232692974073004,0.0,0.03232692974073004
2019-03-06,87.308406853798,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43654.203426899,0.0,43654.203426899,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103162.090805385,100000.0,103162.090805385,0.0,-0.0006839128831575003,0.0,-0.0006839128831575003,0.0,0.03162090805384987,0.0,0.03162090805384987
2019-03-07,86.97304655253001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43486.523276265005,0.0,43486.523276265005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102994.410654751,100000.0,102994.410654751,0.0,-0.001625404732735869,0.0,-0.001625404732735869,0.0,0.029944106547509897,0.0,0.029944106547509897
2019-03-08,86.849492757326,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43424.746378663,0.0,43424.746378663,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,102932.63375714901,100000.0,102932.63375714901,0.0,-0.0005998082537611582,0.0,-0.0005998082537611582,0.0,0.029326337571490058,0.0,0.029326337571490058
2019-03-11,87.882049474388,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,43941.024737194,0.0,43941.024737194,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103448.91211568,100000.0,103448.91211568,0.0,0.005015691716866444,0.0,0.005015691716866444,0.0,0.03448912115679992,0.0,0.03448912115679992
2019-03-12,88.29683721543,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44148.418607715,0.0,44148.418607715,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,103656.30598620101,100000.0,103656.30598620101,0.0,0.002004795084641353,0.0,0.002004795084641353,0.0,0.03656305986200992,0.0,0.03656305986200992
2019-03-13,89.29409284814801,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44647.046424074004,0.0,44647.046424074004,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104154.93380256,100000.0,104154.93380256,0.0,0.0048103953890210605,0.0,0.0048103953890210605,0.0,0.04154933802559979,0.0,0.04154933802559979
2019-03-14,89.417646643352,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44708.823321676,0.0,44708.823321676,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104216.710700162,100000.0,104216.710700162,0.0,0.0005931250239101793,0.0,0.0005931250239101793,0.0,0.04216710700161985,0.0,0.04216710700161985
2019-03-15,90.406077004984,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45203.038502491996,0.0,45203.038502491996,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104710.925880978,100000.0,104710.925880978,0.0,0.004742187481217686,0.0,0.004742187481217686,0.0,0.0471092588097799,0.0,0.0471092588097799
2019-03-18,89.58532679398601,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44792.663396993004,0.0,44792.663396993004,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104300.550775479,100000.0,104300.550775479,0.0,-0.003919124026899201,0.0,-0.003919124026899201,0.0,0.04300550775478995,0.0,0.04300550775478995
2019-03-19,89.92951236634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44964.75618317,0.0,44964.75618317,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104472.643561656,100000.0,104472.643561656,0.0,0.001649970061495143,0.0,0.001649970061495143,0.0,0.04472643561655998,0.0,0.04472643561655998
2019-03-20,89.770657486792,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44885.328743396,0.0,44885.328743396,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104393.216121882,100000.0,104393.216121882,0.0,-0.000760270220664383,0.0,-0.000760270220664383,0.0,0.04393216121881993,0.0,0.04393216121881993
2019-03-21,90.450203360414,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45225.10168020699,0.0,45225.10168020699,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104732.989058693,100000.0,104732.989058693,0.0,0.0032547415381312117,0.0,0.0032547415381312117,0.0,0.047329890586929935,0.0,0.047329890586929935
2019-03-22,89.717705860276,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44858.852930138,0.0,44858.852930138,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104366.740308624,100000.0,104366.740308624,0.0,-0.0034969760088080504,0.0,-0.0034969760088080504,0.0,0.04366740308623984,0.0,0.04366740308623984
2019-03-25,89.982463992856,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,44991.231996427996,0.0,44991.231996427996,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104499.11937491401,100000.0,104499.11937491401,0.0,0.001268402806282376,0.0,0.001268402806282376,0.0,0.044991193749139846,0.0,0.044991193749139846
2019-03-26,90.917942727972,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45458.971363986006,0.0,45458.971363986006,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104966.85874247202,100000.0,104966.85874247202,0.0,0.004476012528678686,0.0,0.004476012528678686,0.0,0.0496685874247198,0.0,0.0496685874247198
2019-03-27,90.81203947494,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45406.01973747,0.0,45406.01973747,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,104913.90711595601,100000.0,104913.90711595601,0.0,-0.0005044604282758991,0.0,-0.0005044604282758991,0.0,0.049139071159559844,0.0,0.049139071159559844
2019-03-28,91.38568209553,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45692.841047765,0.0,45692.841047765,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,105200.72842625101,100000.0,105200.72842625101,0.0,0.0027338731172978914,0.0,0.0027338731172978914,0.0,0.05200728426250989,0.0,0.05200728426250989
2019-03-29,91.82694564983,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45913.472824915,0.0,45913.472824915,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,105421.36020340101,100000.0,105421.36020340101,0.0,0.0020972457173114023,0.0,0.0020972457173114023,0.0,0.05421360203400982,0.0,0.05421360203400982
2019-04-01,91.465109535304,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45732.554767652,0.0,45732.554767652,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,105240.442146138,100000.0,105240.442146138,0.0,-0.0017161423160728662,0.0,-0.0017161423160728662,0.0,0.05240442146137969,0.0,0.05240442146137969
2019-04-02,91.56218751725,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45781.093758625,0.0,45781.093758625,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,105288.981137111,100000.0,105288.981137111,0.0,0.0004612199453286614,0.0,0.0004612199453286614,0.0,0.05288981137110982,0.0,0.05288981137110982
2019-04-03,91.509235890734,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45754.617945367005,0.0,45754.617945367005,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,105262.50532385301,100000.0,105262.50532385301,0.0,-0.00025145853794050765,0.0,-0.00025145853794050765,0.0,0.05262505323852995,0.0,0.05262505323852995
2019-04-04,91.27977884249802,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,45639.88942124901,0.0,45639.88942124901,100000.0,59507.887378486004,100000.0,59507.887378486004,100000.0,105147.77679973502,100000.0,105147.77679973502,0.0,-0.0010899277360444382,0.0,-0.0010899277360444382,0.0,0.05147776799734993,0.0,0.05147776799734993
